original,sanitized
[Spes Solaris 1527 KWp Darali] PCC PCC current of phase L2 (A),spes_sola_dara__1527kwp__pcc_curr_of_phas_l2__u_a
[Spes Solaris 1527 KWp Darali] PCC PCC current of phase L3 (A),spes_sola_dara__1527kwp__pcc_curr_of_phas_l3__u_a
[Spes Solaris 1527 KWp Darali] PCC PCC current unbalance of phase L1 (%),spes_sola_dara__1527kwp__pcc_curr_unba_of_phas_l1__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC current unbalance of phase L2 (%),spes_sola_dara__1527kwp__pcc_curr_unba_of_phas_l2__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC current unbalance of phase L3 (%),spes_sola_dara__1527kwp__pcc_curr_unba_of_phas_l3__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC frequency (Hz),spes_sola_dara__1527kwp__pcc_freq__u_hz
[Spes Solaris 1527 KWp Darali] PCC PCC power factor of phase L1 (-),spes_sola_dara__1527kwp__pcc_powe_fact_of_phas_l1__u_num
[Spes Solaris 1527 KWp Darali] PCC PCC power factor of phase L2 (-),spes_sola_dara__1527kwp__pcc_powe_fact_of_phas_l2__u_num
[Spes Solaris 1527 KWp Darali] PCC PCC power factor of phase L3 (-),spes_sola_dara__1527kwp__pcc_powe_fact_of_phas_l3__u_num
[Spes Solaris 1527 KWp Darali] PCC PCC reactive energy export (kVArh),spes_sola_dara__1527kwp__pcc_reac_ener_expo__u_kvarh
[Spes Solaris 1527 KWp Darali] PCC PCC reactive energy import (kVArh),spes_sola_dara__1527kwp__pcc_reac_ener_impo__u_kvarh
[Spes Solaris 1527 KWp Darali] PCC PCC total power factor (-),spes_sola_dara__1527kwp__pcc_tota_powe_fact__u_num
[Spes Solaris 1527 KWp Darali] PCC PCC voltage of L1-L2 (Vac),spes_sola_dara__1527kwp__pcc_volt_of_l1_l2__u_vac
[Spes Solaris 1527 KWp Darali] PCC PCC voltage of L2-L3 (Vac),spes_sola_dara__1527kwp__pcc_volt_of_l2_l3__u_vac
[Spes Solaris 1527 KWp Darali] PCC PCC voltage of L3-L1 (Vac),spes_sola_dara__1527kwp__pcc_volt_of_l3_l1__u_vac
[Spes Solaris 1527 KWp Darali] PCC Production active energy export (kWh),spes_sola_dara__1527kwp__pcc_prod_acti_ener_expo__u_kwh
[Spes Solaris 1527 KWp Darali] PCC Production active energy import (kWh),spes_sola_dara__1527kwp__pcc_prod_acti_ener_impo__u_kwh
[Spes Solaris 1527 KWp Darali] PCC Production apparent energy (kVAh),spes_sola_dara__1527kwp__pcc_prod_appa_ener__u_kvah
[Spes Solaris 1527 KWp Darali] PCC Production current of phase L1 (A),spes_sola_dara__1527kwp__pcc_prod_curr_of_phas_l1__u_a
[Spes Solaris 1527 KWp Darali] PCC Production current of phase L2 (A),spes_sola_dara__1527kwp__pcc_prod_curr_of_phas_l2__u_a
[Spes Solaris 1527 KWp Darali] PCC Production current of phase L3 (A),spes_sola_dara__1527kwp__pcc_prod_curr_of_phas_l3__u_a
[Spes Solaris 1527 KWp Darali] PCC Production frequency (Hz),spes_sola_dara__1527kwp__pcc_prod_freq__u_hz
[Spes Solaris 1527 KWp Darali] PCC Production reactive energy export (kVArh),spes_sola_dara__1527kwp__pcc_prod_reac_ener_expo__u_kvarh
[Spes Solaris 1527 KWp Darali] PCC Production reactive energy import (kVArh),spes_sola_dara__1527kwp__pcc_prod_reac_ener_impo__u_kvarh
[Spes Solaris 1527 KWp Darali] PCC Production total power factor (-),spes_sola_dara__1527kwp__pcc_prod_tota_powe_fact__u_num
[Spes Solaris 1527 KWp Darali] PCC Production voltage of L1-L2 (Vac),spes_sola_dara__1527kwp__pcc_prod_volt_of_l1_l2__u_vac
[Spes Solaris 1527 KWp Darali] PCC Production voltage of L2-L3 (Vac),spes_sola_dara__1527kwp__pcc_prod_volt_of_l2_l3__u_vac
[Spes Solaris 1527 KWp Darali] PCC Production voltage of L3-L1 (Vac),spes_sola_dara__1527kwp__pcc_prod_volt_of_l3_l1__u_vac
[Spes Solaris 1527 KWp Darali] PCC Total Production active power (kW),spes_sola_dara__1527kwp__pcc_tota_prod_acti_powe__u_kw
[Spes Solaris 1527 KWp Darali] PCC Total Production apparent power (kVA),spes_sola_dara__1527kwp__pcc_tota_prod_appa_powe__u_kva
[Spes Solaris 1527 KWp Darali] PCC Total Production reactive power (kVAr),spes_sola_dara__1527kwp__pcc_tota_prod_reac_powe__u_kvar
[Spes Solaris 1527 KWp Darali] Spes Solaris 1527 KWp Darali Average Irradiance (W*m^-2),spes_sola_dara__1527kwp__aver_irra__u_w_m_2
[Spes Solaris 1986 KWp Lexaina] PCC PCC Current THD-R of phase L1 (%),spes_sola_lexa__1986kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Spes Solaris 1986 KWp Lexaina] PCC PCC Current THD-R of phase L2 (%),spes_sola_lexa__1986kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Spes Solaris 1986 KWp Lexaina] PCC PCC Current THD-R of phase L3 (%),spes_sola_lexa__1986kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Spes Solaris 1986 KWp Lexaina] PCC PCC active energy export (kWh),spes_sola_lexa__1986kwp__pcc_acti_ener_expo__u_kwh
[Spes Solaris 1986 KWp Lexaina] PCC PCC active energy import (kWh),spes_sola_lexa__1986kwp__pcc_acti_ener_impo__u_kwh
[Spes Solaris 1986 KWp Lexaina] PCC PCC apparent energy (kVAh),spes_sola_lexa__1986kwp__pcc_appa_ener__u_kvah
[Spes Solaris 1986 KWp Lexaina] PCC PCC current of phase L1 (A),spes_sola_lexa__1986kwp__pcc_curr_of_phas_l1__u_a
[Spes Solaris 1986 KWp Lexaina] PCC PCC current of phase L2 (A),spes_sola_lexa__1986kwp__pcc_curr_of_phas_l2__u_a
[Spes Solaris 1986 KWp Lexaina] PCC PCC current of phase L3 (A),spes_sola_lexa__1986kwp__pcc_curr_of_phas_l3__u_a
[Spes Solaris 1986 KWp Lexaina] PCC PCC frequency (Hz),spes_sola_lexa__1986kwp__pcc_freq__u_hz
[Spes Solaris 1986 KWp Lexaina] PCC PCC power factor of phase L1 (-),spes_sola_lexa__1986kwp__pcc_powe_fact_of_phas_l1__u_num
[Spes Solaris 1986 KWp Lexaina] PCC PCC power factor of phase L2 (-),spes_sola_lexa__1986kwp__pcc_powe_fact_of_phas_l2__u_num
[Spes Solaris 1986 KWp Lexaina] PCC PCC power factor of phase L3 (-),spes_sola_lexa__1986kwp__pcc_powe_fact_of_phas_l3__u_num
[Spes Solaris 1986 KWp Lexaina] PCC PCC reactive energy export (kVArh),spes_sola_lexa__1986kwp__pcc_reac_ener_expo__u_kvarh
[Spes Solaris 1986 KWp Lexaina] PCC PCC reactive energy import (kVArh),spes_sola_lexa__1986kwp__pcc_reac_ener_impo__u_kvarh
[Spes Solaris 1986 KWp Lexaina] PCC PCC total power factor (-),spes_sola_lexa__1986kwp__pcc_tota_powe_fact__u_num
[Spes Solaris 1986 KWp Lexaina] PCC PCC voltage of L1-L2 (Vac),spes_sola_lexa__1986kwp__pcc_volt_of_l1_l2__u_vac
[Spes Solaris 1986 KWp Lexaina] PCC PCC voltage of L2-L3 (Vac),spes_sola_lexa__1986kwp__pcc_volt_of_l2_l3__u_vac
[Spes Solaris 1986 KWp Lexaina] PCC PCC voltage of L3-L1 (Vac),spes_sola_lexa__1986kwp__pcc_volt_of_l3_l1__u_vac
[Spes Solaris 1986 KWp Lexaina] PCC Production active energy export (kWh),spes_sola_lexa__1986kwp__pcc_prod_acti_ener_expo__u_kwh
[Spes Solaris 1986 KWp Lexaina] PCC Production active energy import (kWh),spes_sola_lexa__1986kwp__pcc_prod_acti_ener_impo__u_kwh
[Spes Solaris 1986 KWp Lexaina] PCC Production apparent energy (kVAh),spes_sola_lexa__1986kwp__pcc_prod_appa_ener__u_kvah
[Spes Solaris 1986 KWp Lexaina] PCC Production current of phase L1 (A),spes_sola_lexa__1986kwp__pcc_prod_curr_of_phas_l1__u_a
[Spes Solaris 1986 KWp Lexaina] PCC Production current of phase L2 (A),spes_sola_lexa__1986kwp__pcc_prod_curr_of_phas_l2__u_a
[Spes Solaris 1986 KWp Lexaina] PCC Production current of phase L3 (A),spes_sola_lexa__1986kwp__pcc_prod_curr_of_phas_l3__u_a
[Spes Solaris 1986 KWp Lexaina] PCC Production frequency (Hz),spes_sola_lexa__1986kwp__pcc_prod_freq__u_hz
[Spes Solaris 1986 KWp Lexaina] PCC Production reactive energy export (kVArh),spes_sola_lexa__1986kwp__pcc_prod_reac_ener_expo__u_kvarh
[Spes Solaris 1986 KWp Lexaina] PCC Production reactive energy import (kVArh),spes_sola_lexa__1986kwp__pcc_prod_reac_ener_impo__u_kvarh
[Spes Solaris 1986 KWp Lexaina] PCC Production total power factor (-),spes_sola_lexa__1986kwp__pcc_prod_tota_powe_fact__u_num
[Spes Solaris 1986 KWp Lexaina] PCC Production voltage of L1-L2 (Vac),spes_sola_lexa__1986kwp__pcc_prod_volt_of_l1_l2__u_vac
[Spes Solaris 1986 KWp Lexaina] PCC Production voltage of L2-L3 (Vac),spes_sola_lexa__1986kwp__pcc_prod_volt_of_l2_l3__u_vac
[Spes Solaris 1986 KWp Lexaina] PCC Production voltage of L3-L1 (Vac),spes_sola_lexa__1986kwp__pcc_prod_volt_of_l3_l1__u_vac
[Spes Solaris 1986 KWp Lexaina] PCC Total Production active power (kW),spes_sola_lexa__1986kwp__pcc_tota_prod_acti_powe__u_kw
[Spes Solaris 1986 KWp Lexaina] PCC Total Production apparent power (kVA),spes_sola_lexa__1986kwp__pcc_tota_prod_appa_powe__u_kva
[Spes Solaris 1986 KWp Lexaina] PCC Total Production reactive power (kVAr),spes_sola_lexa__1986kwp__pcc_tota_prod_reac_powe__u_kvar
[Spes Solaris 1986 KWp Lexaina] Spes Solaris 1986 KWp Lexaina Average Irradiance (W*m^-2),spes_sola_lexa__1986kwp__aver_irra__u_w_m_2
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of neutral (%),spes_sola_koni__201kwp__pcc_curr_thd_r_of_neut__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of phase L1 (%),spes_sola_koni__201kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of phase L2 (%),spes_sola_koni__201kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of phase L3 (%),spes_sola_koni__201kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC active energy export (kWh),spes_sola_koni__201kwp__pcc_acti_ener_expo__u_kwh
[Spes Solaris 201 KWp Konizos] PCC PCC active energy import (kWh),spes_sola_koni__201kwp__pcc_acti_ener_impo__u_kwh
[Spes Solaris 201 KWp Konizos] PCC PCC apparent energy (kVAh),spes_sola_koni__201kwp__pcc_appa_ener__u_kvah
[Spes Solaris 201 KWp Konizos] PCC PCC current of phase L1 (A),spes_sola_koni__201kwp__pcc_curr_of_phas_l1__u_a
[Spes Solaris 201 KWp Konizos] PCC PCC current of phase L2 (A),spes_sola_koni__201kwp__pcc_curr_of_phas_l2__u_a
[Spes Solaris 201 KWp Konizos] PCC PCC current of phase L3 (A),spes_sola_koni__201kwp__pcc_curr_of_phas_l3__u_a
[Spes Solaris 201 KWp Konizos] PCC PCC current unbalance of phase L1 (%),spes_sola_koni__201kwp__pcc_curr_unba_of_phas_l1__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC current unbalance of phase L2 (%),spes_sola_koni__201kwp__pcc_curr_unba_of_phas_l2__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC current unbalance of phase L3 (%),spes_sola_koni__201kwp__pcc_curr_unba_of_phas_l3__u_pct
[Spes Solaris 201 KWp Konizos] PCC PCC frequency (Hz),spes_sola_koni__201kwp__pcc_freq__u_hz
[Spes Solaris 201 KWp Konizos] PCC PCC power factor of phase L1 (-),spes_sola_koni__201kwp__pcc_powe_fact_of_phas_l1__u_num
[Spes Solaris 201 KWp Konizos] PCC PCC power factor of phase L2 (-),spes_sola_koni__201kwp__pcc_powe_fact_of_phas_l2__u_num
[Spes Solaris 201 KWp Konizos] PCC PCC power factor of phase L3 (-),spes_sola_koni__201kwp__pcc_powe_fact_of_phas_l3__u_num
[Spes Solaris 201 KWp Konizos] PCC PCC reactive energy export (kVArh),spes_sola_koni__201kwp__pcc_reac_ener_expo__u_kvarh
[Spes Solaris 201 KWp Konizos] PCC PCC reactive energy import (kVArh),spes_sola_koni__201kwp__pcc_reac_ener_impo__u_kvarh
[Spes Solaris 201 KWp Konizos] PCC PCC total power factor (-),spes_sola_koni__201kwp__pcc_tota_powe_fact__u_num
[Spes Solaris 201 KWp Konizos] PCC PCC voltage of L1-L2 (Vac),spes_sola_koni__201kwp__pcc_volt_of_l1_l2__u_vac
[Spes Solaris 201 KWp Konizos] PCC PCC voltage of L2-L3 (Vac),spes_sola_koni__201kwp__pcc_volt_of_l2_l3__u_vac
[Spes Solaris 201 KWp Konizos] PCC PCC voltage of L3-L1 (Vac),spes_sola_koni__201kwp__pcc_volt_of_l3_l1__u_vac
[Spes Solaris 201 KWp Konizos] PCC Production active energy export (kWh),spes_sola_koni__201kwp__pcc_prod_acti_ener_expo__u_kwh
[Spes Solaris 201 KWp Konizos] PCC Production active energy import (kWh),spes_sola_koni__201kwp__pcc_prod_acti_ener_impo__u_kwh
[Spes Solaris 201 KWp Konizos] PCC Production apparent energy (kVAh),spes_sola_koni__201kwp__pcc_prod_appa_ener__u_kvah
[Spes Solaris 201 KWp Konizos] PCC Production current of phase L1 (A),spes_sola_koni__201kwp__pcc_prod_curr_of_phas_l1__u_a
[Spes Solaris 201 KWp Konizos] PCC Production current of phase L2 (A),spes_sola_koni__201kwp__pcc_prod_curr_of_phas_l2__u_a
[Spes Solaris 201 KWp Konizos] PCC Production current of phase L3 (A),spes_sola_koni__201kwp__pcc_prod_curr_of_phas_l3__u_a
[Spes Solaris 201 KWp Konizos] PCC Production frequency (Hz),spes_sola_koni__201kwp__pcc_prod_freq__u_hz
[Spes Solaris 201 KWp Konizos] PCC Production reactive energy export (kVArh),spes_sola_koni__201kwp__pcc_prod_reac_ener_expo__u_kvarh
[Spes Solaris 201 KWp Konizos] PCC Production reactive energy import (kVArh),spes_sola_koni__201kwp__pcc_prod_reac_ener_impo__u_kvarh
[Spes Solaris 201 KWp Konizos] PCC Production total power factor (-),spes_sola_koni__201kwp__pcc_prod_tota_powe_fact__u_num
[Spes Solaris 201 KWp Konizos] PCC Production voltage of L1-L2 (Vac),spes_sola_koni__201kwp__pcc_prod_volt_of_l1_l2__u_vac
[Spes Solaris 201 KWp Konizos] PCC Production voltage of L2-L3 (Vac),spes_sola_koni__201kwp__pcc_prod_volt_of_l2_l3__u_vac
[Spes Solaris 201 KWp Konizos] PCC Production voltage of L3-L1 (Vac),spes_sola_koni__201kwp__pcc_prod_volt_of_l3_l1__u_vac
[Spes Solaris 201 KWp Konizos] PCC Total Production active power (kW),spes_sola_koni__201kwp__pcc_tota_prod_acti_powe__u_kw
[Spes Solaris 201 KWp Konizos] PCC Total Production apparent power (kVA),spes_sola_koni__201kwp__pcc_tota_prod_appa_powe__u_kva
[Spes Solaris 201 KWp Konizos] PCC Total Production reactive power (kVAr),spes_sola_koni__201kwp__pcc_tota_prod_reac_powe__u_kvar
[Spes Solaris 201 KWp Konizos] Spes Solaris 201 KWp Konizos Average Irradiance (W*m^-2),spes_sola_koni__201kwp__aver_irra__u_w_m_2
[Spes Solaris 500 KWp Kavasila] PCC PCC active energy export (kWh),spes_sola_kava__500kwp__pcc_acti_ener_expo__u_kwh
[Spes Solaris 500 KWp Kavasila] PCC PCC active energy import (kWh),spes_sola_kava__500kwp__pcc_acti_ener_impo__u_kwh
[Spes Solaris 500 KWp Kavasila] PCC PCC apparent energy (kVAh),spes_sola_kava__500kwp__pcc_appa_ener__u_kvah
[Spes Solaris 500 KWp Kavasila] PCC PCC current of phase L1 (A),spes_sola_kava__500kwp__pcc_curr_of_phas_l1__u_a
[Spes Solaris 500 KWp Kavasila] PCC PCC current of phase L2 (A),spes_sola_kava__500kwp__pcc_curr_of_phas_l2__u_a
[Spes Solaris 500 KWp Kavasila] PCC PCC current of phase L3 (A),spes_sola_kava__500kwp__pcc_curr_of_phas_l3__u_a
[Spes Solaris 500 KWp Kavasila] PCC PCC frequency (Hz),spes_sola_kava__500kwp__pcc_freq__u_hz
[Spes Solaris 500 KWp Kavasila] PCC PCC reactive energy export (kVArh),spes_sola_kava__500kwp__pcc_reac_ener_expo__u_kvarh
[Spes Solaris 500 KWp Kavasila] PCC PCC reactive energy import (kVArh),spes_sola_kava__500kwp__pcc_reac_ener_impo__u_kvarh
[Spes Solaris 500 KWp Kavasila] PCC PCC total power factor (-),spes_sola_kava__500kwp__pcc_tota_powe_fact__u_num
[Spes Solaris 500 KWp Kavasila] PCC PCC voltage of L1-L2 (Vac),spes_sola_kava__500kwp__pcc_volt_of_l1_l2__u_vac
[Spes Solaris 500 KWp Kavasila] PCC PCC voltage of L2-L3 (Vac),spes_sola_kava__500kwp__pcc_volt_of_l2_l3__u_vac
[Spes Solaris 500 KWp Kavasila] PCC PCC voltage of L3-L1 (Vac),spes_sola_kava__500kwp__pcc_volt_of_l3_l1__u_vac
[Spes Solaris 500 KWp Kavasila] PCC Production active energy export (kWh),spes_sola_kava__500kwp__pcc_prod_acti_ener_expo__u_kwh
[Spes Solaris 500 KWp Kavasila] PCC Production active energy import (kWh),spes_sola_kava__500kwp__pcc_prod_acti_ener_impo__u_kwh
[Spes Solaris 500 KWp Kavasila] PCC Production apparent energy (kVAh),spes_sola_kava__500kwp__pcc_prod_appa_ener__u_kvah
[Spes Solaris 500 KWp Kavasila] PCC Production current of phase L1 (A),spes_sola_kava__500kwp__pcc_prod_curr_of_phas_l1__u_a
[Spes Solaris 500 KWp Kavasila] PCC Production current of phase L2 (A),spes_sola_kava__500kwp__pcc_prod_curr_of_phas_l2__u_a
[Spes Solaris 500 KWp Kavasila] PCC Production current of phase L3 (A),spes_sola_kava__500kwp__pcc_prod_curr_of_phas_l3__u_a
[Spes Solaris 500 KWp Kavasila] PCC Production frequency (Hz),spes_sola_kava__500kwp__pcc_prod_freq__u_hz
[Spes Solaris 500 KWp Kavasila] PCC Production reactive energy export (kVArh),spes_sola_kava__500kwp__pcc_prod_reac_ener_expo__u_kvarh
[Spes Solaris 500 KWp Kavasila] PCC Production reactive energy import (kVArh),spes_sola_kava__500kwp__pcc_prod_reac_ener_impo__u_kvarh
[Spes Solaris 500 KWp Kavasila] PCC Production total power factor (-),spes_sola_kava__500kwp__pcc_prod_tota_powe_fact__u_num
[Spes Solaris 500 KWp Kavasila] PCC Production voltage of L1-L2 (Vac),spes_sola_kava__500kwp__pcc_prod_volt_of_l1_l2__u_vac
[Spes Solaris 500 KWp Kavasila] PCC Production voltage of L2-L3 (Vac),spes_sola_kava__500kwp__pcc_prod_volt_of_l2_l3__u_vac
[Spes Solaris 500 KWp Kavasila] PCC Production voltage of L3-L1 (Vac),spes_sola_kava__500kwp__pcc_prod_volt_of_l3_l1__u_vac
[Spes Solaris 500 KWp Kavasila] PCC Total Production active power (kW),spes_sola_kava__500kwp__pcc_tota_prod_acti_powe__u_kw
[Spes Solaris 500 KWp Kavasila] PCC Total Production apparent power (kVA),spes_sola_kava__500kwp__pcc_tota_prod_appa_powe__u_kva
[Spes Solaris 500 KWp Kavasila] PCC Total Production reactive power (kVAr),spes_sola_kava__500kwp__pcc_tota_prod_reac_powe__u_kvar
[Spes Solaris 500 KWp Kavasila] Spes Solaris 500 KWp Kavasila Average Irradiance (W*m^-2),spes_sola_kava__500kwp__aver_irra__u_w_m_2
[Spes Solaris 500 KWp Kavasila] Weather Station Ambient Temperature (C),spes_sola_kava__500kwp__weat_stat_ambi_temp__u_c
[Spes Solaris 500 KWp Kavasila] Weather Station Relative Humidity  (%),spes_sola_kava__500kwp__weat_stat_rela_humi__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of neutral (%),spes_sola_koni__805kwp__pcc_curr_thd_r_of_neut__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of phase L1 (%),spes_sola_koni__805kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of phase L2 (%),spes_sola_koni__805kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of phase L3 (%),spes_sola_koni__805kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC active energy export (kWh),spes_sola_koni__805kwp__pcc_acti_ener_expo__u_kwh
[Spes Solaris 805 KWp Konizos] PCC PCC active energy import (kWh),spes_sola_koni__805kwp__pcc_acti_ener_impo__u_kwh
[Spes Solaris 805 KWp Konizos] PCC PCC apparent energy (kVAh),spes_sola_koni__805kwp__pcc_appa_ener__u_kvah
[Spes Solaris 805 KWp Konizos] PCC PCC average current (A),spes_sola_koni__805kwp__pcc_aver_curr__u_a
[Spes Solaris 805 KWp Konizos] PCC PCC average line voltage (Vac),spes_sola_koni__805kwp__pcc_aver_line_volt__u_vac
[Spes Solaris 805 KWp Konizos] PCC PCC average phase voltage (Vac),spes_sola_koni__805kwp__pcc_aver_phas_volt__u_vac
[Spes Solaris 805 KWp Konizos] PCC PCC current of phase L1 (A),spes_sola_koni__805kwp__pcc_curr_of_phas_l1__u_a
[Spes Solaris 805 KWp Konizos] PCC PCC current of phase L2 (A),spes_sola_koni__805kwp__pcc_curr_of_phas_l2__u_a
[Spes Solaris 805 KWp Konizos] PCC PCC current of phase L3 (A),spes_sola_koni__805kwp__pcc_curr_of_phas_l3__u_a
[Spes Solaris 805 KWp Konizos] PCC PCC current unbalance of phase L1 (%),spes_sola_koni__805kwp__pcc_curr_unba_of_phas_l1__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC current unbalance of phase L2 (%),spes_sola_koni__805kwp__pcc_curr_unba_of_phas_l2__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC current unbalance of phase L3 (%),spes_sola_koni__805kwp__pcc_curr_unba_of_phas_l3__u_pct
[Spes Solaris 805 KWp Konizos] PCC PCC frequency (Hz),spes_sola_koni__805kwp__pcc_freq__u_hz
[Spes Solaris 805 KWp Konizos] PCC PCC power factor of phase L1 (-),spes_sola_koni__805kwp__pcc_powe_fact_of_phas_l1__u_num
[Spes Solaris 805 KWp Konizos] PCC PCC power factor of phase L2 (-),spes_sola_koni__805kwp__pcc_powe_fact_of_phas_l2__u_num
[Spes Solaris 805 KWp Konizos] PCC PCC power factor of phase L3 (-),spes_sola_koni__805kwp__pcc_powe_fact_of_phas_l3__u_num
[Spes Solaris 805 KWp Konizos] PCC PCC reactive energy export (kVArh),spes_sola_koni__805kwp__pcc_reac_ener_expo__u_kvarh
[Spes Solaris 805 KWp Konizos] PCC PCC reactive energy import (kVArh),spes_sola_koni__805kwp__pcc_reac_ener_impo__u_kvarh
[Spes Solaris 805 KWp Konizos] PCC PCC total power factor (-),spes_sola_koni__805kwp__pcc_tota_powe_fact__u_num
[Spes Solaris 805 KWp Konizos] PCC PCC voltage of L1-L2 (Vac),spes_sola_koni__805kwp__pcc_volt_of_l1_l2__u_vac
[Spes Solaris 805 KWp Konizos] PCC PCC voltage of L2-L3 (Vac),spes_sola_koni__805kwp__pcc_volt_of_l2_l3__u_vac
[Spes Solaris 805 KWp Konizos] PCC PCC voltage of L3-L1 (Vac),spes_sola_koni__805kwp__pcc_volt_of_l3_l1__u_vac
[Spes Solaris 805 KWp Konizos] PCC Production active energy export (kWh),spes_sola_koni__805kwp__pcc_prod_acti_ener_expo__u_kwh
[Spes Solaris 805 KWp Konizos] PCC Production active energy import (kWh),spes_sola_koni__805kwp__pcc_prod_acti_ener_impo__u_kwh
[Spes Solaris 805 KWp Konizos] PCC Production apparent energy (kVAh),spes_sola_koni__805kwp__pcc_prod_appa_ener__u_kvah
[Spes Solaris 805 KWp Konizos] PCC Production current of phase L1 (A),spes_sola_koni__805kwp__pcc_prod_curr_of_phas_l1__u_a
[Spes Solaris 805 KWp Konizos] PCC Production current of phase L2 (A),spes_sola_koni__805kwp__pcc_prod_curr_of_phas_l2__u_a
[Spes Solaris 805 KWp Konizos] PCC Production current of phase L3 (A),spes_sola_koni__805kwp__pcc_prod_curr_of_phas_l3__u_a
[Spes Solaris 805 KWp Konizos] PCC Production frequency (Hz),spes_sola_koni__805kwp__pcc_prod_freq__u_hz
[Spes Solaris 805 KWp Konizos] PCC Production reactive energy export (kVArh),spes_sola_koni__805kwp__pcc_prod_reac_ener_expo__u_kvarh
[Spes Solaris 805 KWp Konizos] PCC Production reactive energy import (kVArh),spes_sola_koni__805kwp__pcc_prod_reac_ener_impo__u_kvarh
[Spes Solaris 805 KWp Konizos] PCC Production total power factor (-),spes_sola_koni__805kwp__pcc_prod_tota_powe_fact__u_num
[Spes Solaris 805 KWp Konizos] PCC Production voltage of L1-L2 (Vac),spes_sola_koni__805kwp__pcc_prod_volt_of_l1_l2__u_vac
[Spes Solaris 805 KWp Konizos] PCC Production voltage of L2-L3 (Vac),spes_sola_koni__805kwp__pcc_prod_volt_of_l2_l3__u_vac
[Spes Solaris 805 KWp Konizos] PCC Production voltage of L3-L1 (Vac),spes_sola_koni__805kwp__pcc_prod_volt_of_l3_l1__u_vac
[Spes Solaris 805 KWp Konizos] PCC Total Production active power (kW),spes_sola_koni__805kwp__pcc_tota_prod_acti_powe__u_kw
[Spes Solaris 805 KWp Konizos] PCC Total Production apparent power (kVA),spes_sola_koni__805kwp__pcc_tota_prod_appa_powe__u_kva
[Spes Solaris 805 KWp Konizos] PCC Total Production reactive power (kVAr),spes_sola_koni__805kwp__pcc_tota_prod_reac_powe__u_kvar
[Spes Solaris 805 KWp Konizos] Spes Solaris 805 KWp Konizos Average Irradiance (W*m^-2),spes_sola_koni__805kwp__aver_irra__u_w_m_2
[Spes Solaris 805 KWp Konizos] Weather Station Ambient temperature (C),spes_sola_koni__805kwp__weat_stat_ambi_temp__u_c
[Spes Solaris 805 KWp Konizos] Weather Station Relative humidity (%),spes_sola_koni__805kwp__weat_stat_rela_humi__u_pct
[Spes Solaris 805 KWp Konizos] Weather Station Wind speed (m*s^-1),spes_sola_koni__805kwp__weat_stat_wind_spee__u_m_s_1
